id,sentence1,sentence2,manual_similarity
1249,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,அணியினர் வெற்றி பெற போராடுகின்றனர்,0.8
1250,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,0.333333333
1251,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",1
1252,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,0.4
1253,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,0.2
1254,பனி காலத்தில் விளையாடுகின்றார்கள்,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,0.533333333
1255,பனி காலத்தில் விளையாடுகின்றார்கள்,அணியினர் வெற்றி பெற போராடுகின்றனர்,0
1256,பனி காலத்தில் விளையாடுகின்றார்கள்,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,0.2
1257,பனி காலத்தில் விளையாடுகின்றார்கள்,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",0.533333333
1258,பனி காலத்தில் விளையாடுகின்றார்கள்,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,0.266666667
